Publisher;Publisher_Std
Jókai Irodalmi Egyesület;jokai irodalmi egyesulet
Faa Produkt Kft.;faa produkt kft
Lux Könyvkiadó;lux konyvkiado
Delacorte Press;delacorte press
PANNON EGYETEM;pannon egyetem
Makó Város Önkormányzata;mako varos onkormanyzata
4kör Bt.;4kor bt
Csurgói Csokonai V.M. Gimn.;csurgoi csokonai vm gimn
Bonniers;bonniers
Móra Kiadó-Kárpáti Kiadó;mora kiadokarpati kiado
Pannonhalmi Bencés Főapátság;pannonhalmi bences foapatsag
Kartographische;kartographische
BASTEI LÜBBE;bastei lubbe
Magyar Macmillan Könyvkiadó;magyar macmillan konyvkiado
TEVAN KIADÓ KFT.;tevan kiado kft
Harcourt;harcourt
Magyarországi Mindszenthy Al.;magyarorszagi mindszenthy al
Oslo;oslo
Petit Real;petit real
TKM Egyesület;tkm egyesulet
Ujságüzem R.T.;ujsaguzem rt
OR-ZSE;orzse
Tascabili Bompiani;tascabili bompiani
Akadémiai Nyomda;akademiai nyomda
BBC Publications;bbc publications
Hamvas Intézet;hamvas intezet
Batsford Ltd.;batsford ltd
Korda Kiadó;korda kiado
Kaposvári Nyomda;kaposvari nyomda
Heinemann;heinemann
Dom Katolikus Könyvek;dom katolikus konyvek
Syca Kiadó;syca kiado
Vaugirard;vaugirard
Complex Kiadó;complex kiado
Kármelita-Rendház;karmelitarendhaz
Marvel Comics;marvel comics
Madách Nyomda;madach nyomda
Stampfel-féle Könyvkiadó;stampfelfele konyvkiado
Inforg 2002;inforg 2002
Magyar Őstörténeti Kiadó;magyar ostorteneti kiado
Phoenix Books;phoenix books
Ősi Gyökér;osi gyoker
Állami Gorkij Könyvtár;allami gorkij konyvtar
Periplus;periplus
Societas Philosophia Classica;societas philosophia classica
Natura;natura
Renaissance Kiadó;renaissance kiado
Budapest Print;budapest print
Nemzeti Könyvtár;nemzeti konyvtar
Kelet Népe Kiadása;kelet nepe kiadasa
hungária hírlapnyomda;hungaria hirlapnyomda
Szekszárd;szekszard
Forka Tömegkommunikációs Kft.;forka tomegkommunikacios kft
Frankfurt Am Main;frankfurt am main
Budapesti Közlekedési Vállalat;budapesti kozlekedesi vallalat
Fratelli Fabbri Editori;fratelli fabbri editori
SMALL WORLD KIADÓ;small world kiado
Grimm Könyvkiadó;grimm konyvkiado
Hornyánszky V. Könyvnyomdája;hornyanszky v konyvnyomdaja
IBUSZ;ibusz
Idegen Nyelvű Könyvek Kiadó;idegen nyelvu konyvek kiado
IPV Kiadó;ipv kiado
Pázmány P. Tudományegyetem;pazmany p tudomanyegyetem
Digitalmédia Hungary;digitalmedia hungary
Action Média Kiadó;action media kiado
Színház- és filmművészeti fői.;szinhaz es filmmuveszeti foi
Armada Books;armada books
József Attila Tudományegyetem;jozsef attila tudomanyegyetem
Tolnai Nyomda És Kiadó;tolnai nyomda es kiado
Bucsánszky Alajos;bucsanszky alajos
Holnap Magazin;holnap magazin
Státus Könyvkiadó;status konyvkiado
WEIDENFELD & NICOLSON;weidenfeld  nicolson
Zürichi Magyar Történelmi Egy.;zurichi magyar tortenelmi egy
Image;image
Faber and Faber;faber and faber
Lekturama;lekturama
Református Konvent Sajtóoszt.;reformatus konvent sajtooszt
Akadémia Nyelviskola;akademia nyelviskola
Agape;agape
Orpheus Kiadó;orpheus kiado
Károli Egyetemi Kiadó;karoli egyetemi kiado
Cegléd;cegled
ADECOM Kommunnikációs Szolg Rt;adecom kommunnikacios szolg rt
Chicago Review Press;chicago review press
Sydney;sydney
Charles Scribner's Sons;charles scribners sons
Folk-Union KSZ Horizont Kiadó;folkunion ksz horizont kiado
ACADEMIC PRESS;academic press
Cor Leonis Films Kft.;cor leonis films kft
Grill Károly;grill karoly
Forge Books;forge books
Editura Didactica Si Pedagogic;editura didactica si pedagogic
Hafa;hafa
Kéve Művészegyesület;keve muveszegyesulet
MAGYAR MŰVÉSZETI AKADÉMIA ALAPÍTVÁN;magyar muveszeti akademia alapitvan
BARRON' S;barron s
Bessenyei György Kiadó;bessenyei gyorgy kiado
Blitz Galéria;blitz galeria
Magyar Fotóművészek Szövetsége;magyar fotomuveszek szovetsege
AMTAK Bt.;amtak bt
MADÁCH - POSONIUM KFT.;madach  posonium kft
ELTE - MTA;elte  mta
Del Rey Book;del rey book
Meridiane Könyvkiadó;meridiane konyvkiado
Történeti Hivatal;torteneti hivatal
Raabe Klett Kft.;raabe klett kft
KLETT KIADÓ KFT.;klett kiado kft
Tinta Könyvkiadó;tinta konyvkiado
Irodalmi Jelen Kft.;irodalmi jelen kft
Könyvmíves Könyvkiadó;konyvmives konyvkiado
THIEME;thieme
Pannónia Szálloda és Vendéglát;pannonia szalloda es vendeglat
Néprajzi Tanszék;neprajzi tanszek
Szegedi Nyomda;szegedi nyomda
STEPHANEUM NYOMDA ÉS KÖNYVKIADÓ;stephaneum nyomda es konyvkiado
Constable and Company Ltd.;constable and company ltd
George Allen & Unwin Ltd.;george allen  unwin ltd
Kingpin;kingpin
United States Inform. Agency;united states inform agency
Országos Testnevelési Tanács;orszagos testnevelesi tanacs
Jo Feltcher Books;jo feltcher books
Gabbiano Print;gabbiano print
Bookman;bookman
Braun & Partners Network;braun  partners network
Retro Media;retro media
Novum Verlag;novum verlag
MARIE CLARENCE;marie clarence
NEMZETI TANKÖNYVKIADÓ RT.;nemzeti tankonyvkiado rt
Loisir Könyvkiadó;loisir konyvkiado
IMBU;imbu
Melania Kiadó;melania kiado
Mirax;mirax
edition nove;edition nove
ETK RT.;etk rt
Plectrum;plectrum
Europrinting Kft;europrinting kft
VGSF;vgsf
Gömör-kishonti Múzeum Egy.;gomorkishonti muzeum egy
Csáthy Ferenc Egyetemi Könyvk.;csathy ferenc egyetemi konyvk
Copyright Kiadó és Nyomda;copyright kiado es nyomda
VERLAG FÜR DEUTSCH;verlag fur deutsch
Slovenské Pedagogické Naklad.;slovenske pedagogicke naklad
Jason Aronson;jason aronson
Beacon Press;beacon press
Megapress Kiadó;megapress kiado
Touchstone Books;touchstone books
Rudnyánszky A. Könyvnyomdája;rudnyanszky a konyvnyomdaja
Aldina;aldina
Axel Springer Kft.;axel springer kft
OMIKK;omikk
Élet És Egészség Kiadás;elet es egeszseg kiadas
Kelet Kiadó;kelet kiado
Mars Kiadó;mars kiado
Rendőrtiszti Főiskola;rendortiszti foiskola
Baranya Megyei Múzeumok Igazgatósága;baranya megyei muzeumok igazgatosaga
Óbudai Múzeum;obudai muzeum
Országos Takarékpénztár;orszagos takarekpenztar
Külkereskedelmi Főiskola;kulkereskedelmi foiskola
EXPOMÉDIA KFT.;expomedia kft
Deutsche Verlags-Anstalt;deutsche verlagsanstalt
Vác Város Önkormányzata;vac varos onkormanyzata
Peter Haddock Ltd.;peter haddock ltd
Munkásőrség Orsz. Parancsnoks.;munkasorseg orsz parancsnoks
OCTOPUS BOOKS;octopus books
Aquinói Szent Tamás Társaság;aquinoi szent tamas tarsasag
HARLEQUIN BOOKS;harlequin books
Zsófia Liget Kft.;zsofia liget kft
Ion Creanga Könyvkiadó;ion creanga konyvkiado
Elek és Társa Kiadó;elek es tarsa kiado
Kronos Könyvek;kronos konyvek
Foreign Languages Publ. House;foreign languages publ house
Edition Peters;edition peters
A Családi Nevelésért Alapítvány;a csaladi nevelesert alapitvany
Betűvető;betuveto
"""Kézjegy""TTK";kezjegyttk
ANTRIOS KFT.;antrios kft
Aladdin Books Ltd.;aladdin books ltd
GBV;gbv
Volk und Wissen Verlag;volk und wissen verlag
Tervgazdasági Könyvkiadó;tervgazdasagi konyvkiado
Szte;szte
Európai Protestáns M. Szabade.;europai protestans m szabade
Palmiro Togliatti M. Könyvtár;palmiro togliatti m konyvtar
Gloria Kiadó Kolozsvár;gloria kiado kolozsvar
Állami Könyvkiadó Bukarest;allami konyvkiado bukarest
Rábely Miklós És Fia Könyvny.;rabely miklos es fia konyvny
Petőfi Nyomda;petofi nyomda
friss újság lapkiadó kft.;friss ujsag lapkiado kft
MAFILM;mafilm
Living Stream Ministry;living stream ministry
LIVING STREAM MINISTRY;living stream ministry
Canongate Books Ltd.;canongate books ltd
Nemzeti Közszolgálati és Tankönyv Kiadó;nemzeti kozszolgalati es tankonyv kiado
A. O. Witzendorf;a o witzendorf
Gerlach und Wiedling;gerlach und wiedling
KÓDEXFESTŐ KÖNYVKERESKEDÉS KFT.;kodexfesto konyvkereskedes kft
Country Life;country life
A & A;a  a
PESTI SZALON KÖNYVK.KFT.;pesti szalon konyvkkft
Magyar Bibliatársulat;magyar bibliatarsulat
Proprint Kiadó;proprint kiado
Vörösváry Publishing;vorosvary publishing
Penguin Group;penguin group
Balaton Akadémia;balaton akademia
Freytag & Berndt;freytag  berndt
Wilhelm Goldmann Verlag;wilhelm goldmann verlag
Szovjet Irodalom;szovjet irodalom
Fabbri Editori;fabbri editori
Sadea Editore;sadea editore
Élet Irodalmi Kiadó;elet irodalmi kiado
Madách Könyv- és Lapkiadó;madach konyv es lapkiado
Tahitótfalu;tahitotfalu
Művészetért;muveszetert
Erdei Sándor könyvnyomdája;erdei sandor konyvnyomdaja
Honvéd Térképészeti Intézet;honved terkepeszeti intezet
Art-is Kft;artis kft
Educatio Oktatáskutató Intézet;educatio oktataskutato intezet
JPTE;jpte
Ernst Múzeum;ernst muzeum
Helytörténeti Füzetek;helytorteneti fuzetek
Andrews McMeel Publishing;andrews mcmeel publishing
Fórum Rt. Könyvkiadó;forum rt konyvkiado
Kijev;kijev
Routledge;routledge
Cent Könyvek;cent konyvek
Jász Múzeum;jasz muzeum
OMC Kiadó;omc kiado
Sapientia Szerz.Hittud. Főisk.;sapientia szerzhittud foisk
Rudolf Arnold Verlag;rudolf arnold verlag
Hungara Esperanto-Asocio;hungara esperantoasocio
Kódex Kft.;kodex kft
PTE KTK Kiadó;pte ktk kiado
Payot;payot
Stockholm;stockholm
Vallásos Iratok Nemzetk. Kiadó;vallasos iratok nemzetk kiado
Akademische Druck Und Verlag..;akademische druck und verlag
New American Library;new american library
Németh József Könyvkiadóváll.;nemeth jozsef konyvkiadovall
Officina Nyomda És Kiadóváll.;officina nyomda es kiadovall
JATE;jate
Tata;tata
Magyar Jövő Ifj. Irodalmi Rt;magyar jovo ifj irodalmi rt
Panem Könyvkiadó;panem konyvkiado
Wolters Kluwer Kft.;wolters kluwer kft
Veszprémi Humán Tudom. Alap.;veszpremi human tudom alap
Arkady Warszawa;arkady warszawa
Pest;pest
Agora Kft.;agora kft
Rétközi Múzeum Baráti Köre Egy.;retkozi muzeum barati kore egy
Alföldi Nyomda;alfoldi nyomda
Veb Verlag der Kunst Dresden;veb verlag der kunst dresden
Nógrád Megyei Múzeumok Igazg.;nograd megyei muzeumok igazg
COMPALMANACH KFT.;compalmanach kft
Debrecen Szabad Kir. Város;debrecen szabad kir varos
Times Books;times books
PressCon Kiadó Kft.;presscon kiado kft
Riverhead Books;riverhead books
Rehbar publishers;rehbar publishers
JOSSEY BASS;jossey bass
Önkonet;onkonet
AUTHOR HOUSE;author house
Tapolca;tapolca
Hodder Children's Books;hodder childrens books
Országos Közműv. Központ;orszagos kozmuv kozpont
Földművelésügyi Minisztérium;foldmuvelesugyi miniszterium
IFA;ifa
Erdélyi Könyv Egylet;erdelyi konyv egylet
Farrar Straus Giroux;farrar straus giroux
Móra - Kárpáti;mora  karpati
Misztótfalusi;misztotfalusi
Bibliograf;bibliograf
Haáz Rezső Alapítvány;haaz rezso alapitvany
Háttér Kiadó;hatter kiado
Dürer Nyomda És Kiadó Kft.;durer nyomda es kiado kft
Litfass Károly;litfass karoly
Élelmiszeripari és Begyűjtési Könyv- és Lapkiadó Vállalat;elelmiszeripari es begyujtesi konyv es lapkiado vallalat
QED Publishing;qed publishing
Parthenon;parthenon
Budán;budan
Pán Könyvkiadó;pan konyvkiado
Wellisch Béla Kiadása;wellisch bela kiadasa
Penguin Reference Books;penguin reference books
Magyar Repülő Szövetség;magyar repulo szovetseg
NEMZETI MUNKAÜGYI HIVATAL;nemzeti munkaugyi hivatal
Amsterdam;amsterdam
Luther-Társaság;luthertarsasag
Heinle & Heinle Publishers;heinle  heinle publishers
Folio Society;folio society
Dávid Könyvkiadó;david konyvkiado
Hodder and Stoughton Ltd.;hodder and stoughton ltd
Számalk;szamalk
Collins Fontana Publisher;collins fontana publisher
Laude Kiadó;laude kiado
Tárogató Bt.;tarogato bt
Felsőoktatási ped. kutatóközp.;felsooktatasi ped kutatokozp
four square books;four square books
PEARSON-LONGMAN;pearsonlongman
Editorial Escudo De Oro;editorial escudo de oro
Posner & Sons Ltd.;posner  sons ltd
Képmás 2002 Kft.;kepmas 2002 kft
Axel Juncker Verlag;axel juncker verlag
Jurcsó Antal Könyvnyomdája;jurcso antal konyvnyomdaja
Uránia;urania
Unio;unio
Hispánia Kiadó;hispania kiado
Rege Könyvkiadó;rege konyvkiado
IPM Könyvtár;ipm konyvtar
Magyar Népfőiskolai Társaság;magyar nepfoiskolai tarsasag
Harper Element;harper element
Mai Nap Lap- és Könyvkiadó Rt.;mai nap lap es konyvkiado rt
The linguaphone Institute;the linguaphone institute
Bastei-Budapest;basteibudapest
Primo Evangéliumi Kiadó;primo evangeliumi kiado
A Fireside Book;a fireside book
Magyarságkutató Intézet;magyarsagkutato intezet
Hajdú-Bihar megyei M. Közlem.;hajdubihar megyei m kozlem
Scholastic Press;scholastic press
MARSHALL;marshall
Nyugat Kiadó és Irodalmi Rt.;nyugat kiado es irodalmi rt
Artia;artia
Olive Branch Press;olive branch press
Szeretet Földje;szeretet foldje
Hunnia Kiadó;hunnia kiado
Villard Books;villard books
István Király Múzeum;istvan kiraly muzeum
Miskolci Egyetemi Kiadó;miskolci egyetemi kiado
Református Sajtóosztály;reformatus sajtoosztaly
Rauch;rauch
Biró Family Kft.;biro family kft
Robson Books;robson books
Gryphon House;gryphon house
Artis Kereskedelmi Kisszöv.;artis kereskedelmi kisszov
Intermix Budapest Kft.;intermix budapest kft
Magyar Élet Kiadó;magyar elet kiado
Tyrolia-Verlag;tyroliaverlag
Széplaki Erzsébet Bt.;szeplaki erzsebet bt
Rio Nuevo Publishers;rio nuevo publishers
Esztergomi Főegyházmegyei Hat.;esztergomi foegyhazmegyei hat
Gróf Klebensberg Kuno Alapítv.;grof klebensberg kuno alapitv
Parnasszus;parnasszus
Eggenberger F. Academiai Könyv;eggenberger f academiai konyv
Hegedűs És Sándor Könyvkiadó;hegedus es sandor konyvkiado
Millennium;millennium
Ueberreuter;ueberreuter
Asia Publishing House;asia publishing house
SAGE Publications;sage publications
Rodale books;rodale books
Geibel;geibel
Schlesinger József;schlesinger jozsef
Secker & Warburg;secker  warburg
Kobenhavn;kobenhavn
Közdok Kft.;kozdok kft
Heves Megyei Idegenforg. Hiv.;heves megyei idegenforg hiv
Aréna Kiadó Kft.;arena kiado kft
Bio Ter BT.;bio ter bt
Ampelos Könyvek;ampelos konyvek
Éditions Du Progrés;editions du progres
Aura kiadó;aura kiado
Impress Kiadó;impress kiado
Emich és Eisenfels Könyvnyomda;emich es eisenfels konyvnyomda
Baross-Nyomda Könyvkiadó;barossnyomda konyvkiado
Emmausz Katolikus Karizmat.Köz;emmausz katolikus karizmatkoz
Fraenkel B. Sajátja;fraenkel b sajatja
Instituto Del Libro;instituto del libro
Athenaeum-Verlag;athenaeumverlag
Kosmos Könyvkiadóvállalat;kosmos konyvkiadovallalat
Geneve;geneve
Celldömölk;celldomolk
Harenberg Lexikon Verlag;harenberg lexikon verlag
Washington;washington
Bonanza Books;bonanza books
Trikolor Könyvkiadó Kft.;trikolor konyvkiado kft
SZEFHE;szefhe
Magyar A Magyarért Alapítvány;magyar a magyarert alapitvany
Dialogues Européens;dialogues europeens
Nathan;nathan
Prága;praga
Katolikus Missziók Kiadása;katolikus missziok kiadasa
Macmillan Publishers Co.;macmillan publishers co
Lánchíd Kiadó;lanchid kiado
Angyali Menedék;angyali menedek
Vácz;vacz
Eötvös Károly Intézet;eotvos karoly intezet
Egyházmegyei Könyvnyomda;egyhazmegyei konyvnyomda
Thorsons;thorsons
Cornelsen Verlag Gmbh.;cornelsen verlag gmbh
Magyar Sakkszövetség;magyar sakkszovetseg
Madrid;madrid
Fővárosi Művelődési Ház;fovarosi muvelodesi haz
Falk;falk
Fővárosi Könyvkiadó Rt.;fovarosi konyvkiado rt
Hungária Kiadás;hungaria kiadas
ELTE M. Nyelvészeti Tanszékcso;elte m nyelveszeti tanszekcso
Cooper Kiadó;cooper kiado
Battenberg;battenberg
"Újváry ""Griff"" Verlag";ujvary griff verlag
Ifjú Erdély Kiadása;ifju erdely kiadasa
Open Society Institute;open society institute
Verlag von Th. Knaur Nachf;verlag von th knaur nachf
Aigner Lajos;aigner lajos
Magyar Fotográfiai Múzeum;magyar fotografiai muzeum
Unesco;unesco
Libraire larousse;libraire larousse
Metropolis Press;metropolis press
Közoktatásügyi Kiadó;kozoktatasugyi kiado
Sigma Publishing;sigma publishing
Magyar Sárkányhajósport Szövetség;magyar sarkanyhajosport szovetseg
Hungaprint Kiadó;hungaprint kiado
Methuen & Co. London;methuen  co london
John Lane Bodley Head;john lane bodley head
Gallup Press;gallup press
LJUBLJANA;ljubljana
Budaepesti;budaepesti
Orsz. Izraelita Leányárvaház;orsz izraelita leanyarvahaz
Fotogruppe Kft.;fotogruppe kft
Új Akropolisz Kiadó;uj akropolisz kiado
Magyar Távirati Iroda;magyar tavirati iroda
ÉDITIONS DES SYRTES;editions des syrtes
Bridge Publications;bridge publications
Palumbo;palumbo
Martin Dunitz Ltd;martin dunitz ltd
Magyar Kir. Egyetemi Nyomda;magyar kir egyetemi nyomda
Fővárosi Képtár;fovarosi keptar
Collection Rolf Heyne;collection rolf heyne
OKISZ labor;okisz labor
KLTE;klte
Szindbád Kiadó;szindbad kiado
MTP Press Limited;mtp press limited
Bencés Kiadó;bences kiado
Omega;omega
D&B group;db group
Debreceni Könyvek Kiadása;debreceni konyvek kiadasa
Verlag Berlin und Weimar;verlag berlin und weimar
West Publishing Company;west publishing company
ikrek kft.;ikrek kft
Büchergilde Gutenberg;buchergilde gutenberg
Schott;schott
Charles E. Tuttle Co.;charles e tuttle co
Venezia Kiadó;venezia kiado
NOVUM KÖNYVKLUB KFT;novum konyvklub kft
The English Universities Press;the english universities press
Credit Kiadó;credit kiado
Planétás Kiadó;planetas kiado
London Transport;london transport
Fehér Kereszt Orsz. Lelencz. E;feher kereszt orsz lelencz e
Hartleben's Verlag;hartlebens verlag
Sátoraljaújhely;satoraljaujhely
Lénia Bt.;lenia bt
Junior Kontinens Kiadó;junior kontinens kiado
Editori Laterza;editori laterza
RTV-Minerva;rtvminerva
Veb Verlag Volk Und Gesundheit;veb verlag volk und gesundheit
Fourth Estate Limited;fourth estate limited
Verlag Von Wilhelm Ernst & Son;verlag von wilhelm ernst  son
Avon Books;avon books
Nógrád Megyei Idegenforg. Hiv.;nograd megyei idegenforg hiv
Shambhala Publications Inc.;shambhala publications inc
Nelles Verlag;nelles verlag
Föld Napja Alapítvány;fold napja alapitvany
Baja;baja
Népszava Kiadó VÁllalat;nepszava kiado vallalat
Békés Megyei Könyvtár;bekes megyei konyvtar
Langen Müller;langen muller
Eötvös University;eotvos university
Mladé Letá;mlade leta
Magyar Vöröskereszt;magyar voroskereszt
Gaál László Könyvnyomdája;gaal laszlo konyvnyomdaja
Kölcsey Intézet;kolcsey intezet
Frederick A. Praeger;frederick a praeger
Vaja;vaja
Uzshorod;uzshorod
Charles E. Merrill;charles e merrill
Csongrád;csongrad
Magyar Kórus;magyar korus
Agóra Kft.;agora kft
Zagreb;zagreb
Magyar Szemiotikai Társaság;magyar szemiotikai tarsasag
Karton;karton
Csepeli Munkásotthon;csepeli munkasotthon
Ranschburg Gusztáv Könyvker.;ranschburg gusztav konyvker
Verlag Junge Welt;verlag junge welt
Verlag von Julius Springer;verlag von julius springer
Savariae;savariae
Filács Kiadó Bt.;filacs kiado bt
Egri Nyomda Rt.;egri nyomda rt
Inter-Varsity Press;intervarsity press
Basel;basel
Radnai Kiadó;radnai kiado
Ginn And Company;ginn and company
Routledge & Kegan Paul;routledge  kegan paul
Szabadság MGTSZ Nyomda;szabadsag mgtsz nyomda
Phoenix Paperback;phoenix paperback
Sárkány-Nyomda;sarkanynyomda
Nemzeti Kultúrális Alap;nemzeti kulturalis alap
Kétezeregy Kiadó;ketezeregy kiado
DÉNES NATUR MŰHELY KFT;denes natur muhely kft
Verlag Enzyklopadie;verlag enzyklopadie
Meixner alapítvány;meixner alapitvany
Williams & Norgate;williams  norgate
CHURCHILL LIVINGSTONE;churchill livingstone
Stock;stock
Indiana University Press;indiana university press
Sofia Press;sofia press
UNIVERSITAS-GYŐR NONPORIF KFT;universitasgyor nonporif kft
Pátria Nyomda;patria nyomda
Pallas Rt.;pallas rt
Verlag Von Gustav Fischer;verlag von gustav fischer
Zepter Holding;zepter holding
Hagyományok háza;hagyomanyok haza
Edito Musica Budapest;edito musica budapest
Piper München Zürich;piper munchen zurich
University Of Hawaii Press;university of hawaii press
Médiamix Kiadó;mediamix kiado
Kucsák Könyvkötészet és Nyomda;kucsak konyvkoteszet es nyomda
Mackensen Kft;mackensen kft
Kőrösi Csoma Sándor Közműv.Egy;korosi csoma sandor kozmuvegy
Vienna House;vienna house
Harrap;harrap
Kath. Középüiskolai Tanáregy.;kath kozepuiskolai tanaregy
