Publisher;Publisher_Std
Csipkebokor;csipkebokor
Felsooktatási Kutatóintézet;felsooktatasi kutatointezet
Kapisztrán Jánosról Nev. Ferences R;kapisztran janosrol nev ferences r
Heart Care Kft.;heart care kft
Szofi Press Publishing;szofi press publishing
Sziveri János Művészeti Színpad;sziveri janos muveszeti szinpad
Alutus Rt. Kiadó és Nyomdavállalat;alutus rt kiado es nyomdavallalat
Erdélyi Műhely Könyvek;erdelyi muhely konyvek
Móra Ferenc Múzeum;mora ferenc muzeum
SZTE BTK Filozófia Tanszéke;szte btk filozofia tanszeke
Dela Könyvkiadó Kft.;dela konyvkiado kft
30.SZ. MÓRICZ ZS. KÖRTÉRI;30sz moricz zs korteri
Grafoprodukt Nyomda;grafoprodukt nyomda
Történelmi Levéltár;tortenelmi leveltar
STILL Kft.;still kft
Kossuth Egyetemi Kiadó;kossuth egyetemi kiado
EMBACO spol. s.r.o.;embaco spol sro
Kortárs Folyóirat;kortars folyoirat
Labus kiadó;labus kiado
GABBIANO PRINT BT;gabbiano print bt
Térkép Kft.;terkep kft
Andó Művek Kft.;ando muvek kft
Dienes Management Academy Nonprofit;dienes management academy nonprofit
SGEL;sgel
Gloria Kiadó és Nyomda Váll.;gloria kiado es nyomda vall
Hattyú Média Kft.;hattyu media kft
Nemzedékek Tudása Akadémia;nemzedekek tudasa akademia
DTP Stúdió Kiadó;dtp studio kiado
EUROMEDIA BT;euromedia bt
ÚJ HORIZONT FOLYÓI. ÉS KÖNYVKIADÓ A;uj horizont folyoi es konyvkiado a
mitfozzunkma.hu;mitfozzunkmahu
Tulipán Csoport Kft.;tulipan csoport kft
Optimum;optimum
SOTE KÉPZÉSKUTATÓ;sote kepzeskutato
Mackensen Kft;mackensen kft
Mikes Kiadó;mikes kiado
Absolut Média Kft.;absolut media kft
Státus Könyvkiadó;status konyvkiado
Microsec Zrt.;microsec zrt
CSOKONAI SZÍNHÁZ;csokonai szinhaz
Hachette;hachette
Kaposvári Nyomda Kft.;kaposvari nyomda kft
Kreatív Bt;kreativ bt
International House;international house
CSORBA GYŐZŐ KÖNYVTÁR;csorba gyozo konyvtar
Effekt Marketing Kft.;effekt marketing kft
ELTE TÁTK KISEBBSÉGSZOCIOLÓGIAI TAN;elte tatk kisebbsegszociologiai tan
Jól-Lét Közhasznú Alapítvány;jollet kozhasznu alapitvany
Magyar Sárkányhajósport Szövetség;magyar sarkanyhajosport szovetseg
3BT Kiadó;3bt kiado
EREF Nonprofit BT;eref nonprofit bt
Seminar Consulting Kft.;seminar consulting kft
Peregrinus;peregrinus
Grand Prix Consulting Kft.;grand prix consulting kft
MAXIM OKTATÁSI STÚDIÓ ÉS KÖNYVKIADÓ;maxim oktatasi studio es konyvkiado
Somefresh Kiadó és Szolg. Kft;somefresh kiado es szolg kft
Szegedi Közlekedési Kft.;szegedi kozlekedesi kft
Írott Szó Alapítvány;irott szo alapitvany
SZOKRATESZ KÜLGAZD.AKADÉMIA OKT. KF;szokratesz kulgazdakademia okt kf
Univerzális Élet Egyesület;univerzalis elet egyesulet
BPKOTK BP-I KÜLKER.OKT.ÉS TOVÁ;bpkotk bpi kulkeroktes tova
Magyar Hivatalos Közlönykiadó;magyar hivatalos kozlonykiado
BELVEDERE MERIDIONALE;belvedere meridionale
Mategye Alapítvány;mategye alapitvany
Oliva 2004 Kft.;oliva 2004 kft
AKGA Junior Kiadó;akga junior kiado
Kazinczy F. Társaság;kazinczy f tarsasag
Bizantinológiai Intézet;bizantinologiai intezet
Magyar Egyetemi Kiadó;magyar egyetemi kiado
Telkes Henrietta;telkes henrietta
Debreceni Nyári Egyetem;debreceni nyari egyetem
Új Akropolisz Kiadó;uj akropolisz kiado
BUDAVÁRI ÖRMÉNY KISEBBSÉGI ÖNKORMÁN;budavari ormeny kisebbsegi onkorman
Corgi Books;corgi books
E-RENDSZERHÁZ;erendszerhaz
Világóceán Kiadó;vilagocean kiado
Muravidék Baráti Kör Kulturális Egyesület;muravidek barati kor kulturalis egyesulet
Krokodil Rock Kft.;krokodil rock kft
Krea-Graf Kft.;kreagraf kft
Árgus;argus
Thurzó Lajos Közmuv. Közp.;thurzo lajos kozmuv kozp
Bookyard Kiadó;bookyard kiado
Státus Kiadó;status kiado
Dióhéj Könyvműhely;diohej konyvmuhely
Globális Tudás Alapítvány;globalis tudas alapitvany
Glória Press Kiadó;gloria press kiado
Bábel Kiadó;babel kiado
Eva Deak;eva deak
D & B 2001;d  b 2001
PENTUN TS KFT.;pentun ts kft
PTE BTK Komm.- és Médiatud. Tanszék;pte btk komm es mediatud tanszek
EÖTVÖS LORÁND TUDOMÁNYEGYETEM;eotvos lorand tudomanyegyetem
TETT CONSULT KFT.;tett consult kft
Művelődés Egyesület;muvelodes egyesulet
Treira - Nagyvárad;treira  nagyvarad
Magyar Életvédők Egyesülete;magyar eletvedok egyesulete
ERDÉLYI HÍRADÓ;erdelyi hirado
OZ ©pica;oz pica
Lonely Planet Publications;lonely planet publications
Sensus Kiadó;sensus kiado
Opus Kiadó;opus kiado
Buk Kft.;buk kft
Insurance Média Kft.;insurance media kft
Szeretetföldje Kiadó;szeretetfoldje kiado
Gant Kft.;gant kft
Capillatus Kiadó;capillatus kiado
Ann'sgallery Kft.;annsgallery kft
MCH Flow Kft.;mch flow kft
d@d Kft.;dd kft
MRTL Rt.;mrtl rt
MTA Könyvtár;mta konyvtar
BELVÁROSI KERESK. ÉS KIADÓI BT;belvarosi keresk es kiadoi bt
KÁRPÁT PRESS BT;karpat press bt
Korana Kiadó Bt.;korana kiado bt
Dorling Kindersley;dorling kindersley
HVG ORAC LAP ÉS KÖNYVKIADÓ KFT;hvg orac lap es konyvkiado kft
29s műhely;29s muhely
Mima Music Kft.;mima music kft
Stádium Nyomda;stadium nyomda
Könyvkuckó;konyvkucko
Keresztespók Kft.;keresztespok kft
Média Kiadó;media kiado
MARÓTI AUTÓMÜSZAKI KÖNYVKERESK;maroti automuszaki konyvkeresk
Árbóc Szolgáltató Kft.;arboc szolgaltato kft
Veszprém Megyei Pedagógiai Intézet;veszprem megyei pedagogiai intezet
PEARSON-LONGMAN;pearsonlongman
Medi-Call Bt.;medicall bt
Edelsa;edelsa
Hetedhéthatár Kiadó;hetedhethatar kiado
B&D Studio;bd studio
BARANYA MEGYEI MÚZUMOK IGAZG.;baranya megyei muzumok igazg
3BT Műhelye;3bt muhelye
Atelier Társaság;atelier tarsasag
PIM-Polis Könyvkiadó;pimpolis konyvkiado
Kultmédia Kft.;kultmedia kft
Pécs-Baranyai Értelmiségi Egyesület;pecsbaranyai ertelmisegi egyesulet
MODEM MODERN DEBRECENI NONP.KFT.;modem modern debreceni nonpkft
ArtPhoto-Press Kiadó;artphotopress kiado
Q-APPS Informatikai Kft.;qapps informatikai kft
Jurisics-vár Művelődési központ;jurisicsvar muvelodesi kozpont
SOLTUB Kft.;soltub kft
Miskolci Egyetem;miskolci egyetem
Útmutató Kiadó;utmutato kiado
Pytheas;pytheas
Esztergom Megyei Jogú;esztergom megyei jogu
Művészeti és Irodalmi Jelen Kft.;muveszeti es irodalmi jelen kft
Adamo Books Kiadó;adamo books kiado
Dörnyei Kálmán;dornyei kalman
Sólyomtoll Könyvkiadó;solyomtoll konyvkiado
Endrei Könyvek Kiadó;endrei konyvek kiado
UNIVERSITY OF PÉCS;university of pecs
Polygon Kiadó - SZTE Bolyai Intézet;polygon kiado  szte bolyai intezet
Rejtjel Kiadó;rejtjel kiado
EURO-MIDI KFT.;euromidi kft
Átjárók Kiadó;atjarok kiado
Tárki;tarki
Viktória Kiadó;viktoria kiado
Kína-Magyar Kulturális Alapítvány;kinamagyar kulturalis alapitvany
Sikeres Élet Kft.;sikeres elet kft
JR. G.L.;jr gl
Redakció Kft.;redakcio kft
Ferencváros Önkormányzata;ferencvaros onkormanyzata
MTA Politikai Tud. Intézete;mta politikai tud intezete
Qualika Külker.Szaktan.Bt.;qualika kulkerszaktanbt
Stratégiakutató Intézet Kiadó;strategiakutato intezet kiado
Fair Play Sport Bt.;fair play sport bt
Don Bosco Kiadó;don bosco kiado
GUSTO.HU KFT;gustohu kft
LAPKER ZRT;lapker zrt
P. ATHÉNÉ;p athene
New Era Magyarország Kht;new era magyarorszag kht
FANTASTICO MODA KIADÓ;fantastico moda kiado
Vajda Lajos Kult. Egyesület;vajda lajos kult egyesulet
Magyar Antropozófiai Társaság;magyar antropozofiai tarsasag
Göttinger Kiadó;gottinger kiado
Alapítv. a Magyarországi Környezeti;alapitv a magyarorszagi kornyezeti
JGYF Kiadó;jgyf kiado
JANUS PANNONIUS TUDOMÁNYEGYETEM;janus pannonius tudomanyegyetem
MAGYAR KÖRNYEZETI NEVELÉSI EGY.;magyar kornyezeti nevelesi egy
Babits Kiadó;babits kiado
MAGYAR HELSINKI BIZOTTSÁG;magyar helsinki bizottsag
Nodus Kiadó;nodus kiado
Terebess Kiadó;terebess kiado
Károlyi Palota Kulturális Közp;karolyi palota kulturalis kozp
Chábád L. Zsidó Nev. Egyesület;chabad l zsido nev egyesulet
Borda Antikvárium;borda antikvarium
Pró Kiadó;pro kiado
CONSUM EXPERT KFT;consum expert kft
VÁRADI FERENC;varadi ferenc
Zarándok Kiadó;zarandok kiado
EDITIO MUSICA BP. ZENEMŰKIADÓ KFT.;editio musica bp zenemukiado kft
Tempo Kiadó;tempo kiado
Kaleidoszkóp M Bt.;kaleidoszkop m bt
Adoc-Semic Kiadói Kft.;adocsemic kiadoi kft
Management Kiadó Kft;management kiado kft
Új Horizont Könyvkiadó Alapítvány;uj horizont konyvkiado alapitvany
Tábla És Penna Könyvkiadó;tabla es penna konyvkiado
JOÓS ERNŐ-SYLVESTER J.VÁROSI K;joos ernosylvester jvarosi k
B' NAI B' RITH ELSŐ BUDAPESTI KÖZÖS;b nai b rith elso budapesti kozos
2010 Alapítvány;2010 alapitvany
N-Press Kiadó;npress kiado
V-VOX BT.;vvox bt
BTR KFT.;btr kft
SVÁJCI EGYESÜLT KFT.;svajci egyesult kft
OPERA & PRESS;opera  press
Hatágú Síp Alapítvány;hatagu sip alapitvany
GATE OPEN KFT.;gate open kft
ELTE TÁRGYI NÉPRAJZI TANSZÉK;elte targyi neprajzi tanszek
COMGAME '576' KFT.;comgame 576 kft
Kandi-Európa Kft.;kandieuropa kft
Ex-Imp Kft.;eximp kft
Bona Kiadó;bona kiado
Bodnár és Társa;bodnar es tarsa
I-ZEUSZ BT.;izeusz bt
Szentendrei Könyvklub;szentendrei konyvklub
Bartax Kft.;bartax kft
Magyar Távirati Iroda;magyar tavirati iroda
London Hill Kft.;london hill kft
BÍRÓ FAMILY KIADÓ;biro family kiado
DR.EMKÁ Consulting Kft.;dremka consulting kft
Green Hungary Bt.;green hungary bt
Sangam;sangam
Abstract Man's Studio;abstract mans studio
Revista Culturala/Várad Folyóirat;revista culturalavarad folyoirat
Forum Kiadó;forum kiado
Kassai Polgári Klub;kassai polgari klub
Phoenix Library;phoenix library
Vajdasági Magyar Helytörténeti Egye;vajdasagi magyar helytorteneti egye
Óbudai Múzeum;obudai muzeum
Harsányi Iván barátai;harsanyi ivan baratai
Eötvös József Főiskolai Kiadó;eotvos jozsef foiskolai kiado
Hotel Marylin Kft.;hotel marylin kft
DE Magyarország a középkori Európáb;de magyarorszag a kozepkori europab
UMIZ - Imre Samu Nyelvi Intézet;umiz  imre samu nyelvi intezet
MAGOSFA KÖRNY. NEV. ÉS ÖKO. ALAP.;magosfa korny nev es oko alap
Sárospataki Ref. Kollég.Theológiai;sarospataki ref kollegtheologiai
Kernstok Károly Muvészeti Alapítván;kernstok karoly muveszeti alapitvan
Kulturtrade Kiadó;kulturtrade kiado
Parnasszus Könyvek;parnasszus konyvek
Taktik vydavatelstvo s.r.o.;taktik vydavatelstvo sro
Antall József Tudásközpont;antall jozsef tudaskozpont
UMK - HTSART;umk  htsart
Gulág-és Gupvikutató Intézet;gulages gupvikutato intezet
NAPFÉNYES GYÓGYKÖZPONT;napfenyes gyogykozpont
K.E.R.T.;kert
Pro Philosophia Kiadó;pro philosophia kiado
M&C (Media and Commerce) Kft. - 'A';mc media and commerce kft  a
Grabowski Kiadó Kft.;grabowski kiado kft
Aranykor Kiadó;aranykor kiado
H-Mann Auktor;hmann auktor
Sakota;sakota
Menhely Alapítvány;menhely alapitvany
TIHANYRÉV;tihanyrev
MP CONTACT KFT;mp contact kft
ANIMARE SOFTWARE KFT.;animare software kft
PRIMUS KFT./FLOW EAST/;primus kftflow east
Asz-Ko Média Kft.;aszko media kft
Civil Flotta Kiadó;civil flotta kiado
Corbis Könyvkiadó;corbis konyvkiado
Magyar Anyanyelvkutató és;magyar anyanyelvkutato es
Limes Holding Zrt.;limes holding zrt
Szókincs;szokincs
Cigány Tudományos és Muvészeti Társ;cigany tudomanyos es muveszeti tars
B. SWAN PARTNERS MARKETING K. T. KF;b swan partners marketing k t kf
Aranykönyv Kiadó;aranykonyv kiado
Veszprémi Egyetem;veszpremi egyetem
Zárolt KOSSUTH EGYETEMI KIADÓ;zarolt kossuth egyetemi kiado
CMPMEDICA INFORMÁCIÓS KFT.;cmpmedica informacios kft
Amana 7 Kiadó;amana 7 kiado
RBJ Média Kft.;rbj media kft
KEYSTONE - PROG.-VISION;keystone  progvision
FOREVER;forever
CATULLUS NAVIGÁTOR;catullus navigator
Paradicsom Kiadó;paradicsom kiado
Campverlag;campverlag
Juventus;juventus
SOMERSET LIMITED KIADÓ;somerset limited kiado
Nemzeti Közszolgálati és Tankönyv K;nemzeti kozszolgalati es tankonyv k
Ökológiai Stúdió Alapítvány;okologiai studio alapitvany
Verbum Keresztény Kulturális Egyesület;verbum kereszteny kulturalis egyesulet
Hét Nap Lapkiadó Kft.;het nap lapkiado kft
MAGYAR SZÓ LAP- ÉS KÖNYVKIADÓ V.;magyar szo lap es konyvkiado v
Mátra Netshop Kft.;matra netshop kft
Magyar Öregdiák Szövetség;magyar oregdiak szovetseg
KOCKA KÖR;kocka kor
Porszem Kiadó;porszem kiado
"""DELA KÖNYVKIADÓ"" KFT.";dela konyvkiado kft
Bátor Tábor Alapítvány;bator tabor alapitvany
IMIPrint Kft.;imiprint kft
Jézus Társasága Magyar Rendtartomán;jezus tarsasaga magyar rendtartoman
SILVER KIADÓ KFT.;silver kiado kft
Budapesti Kommunikációs és Üzleti F;budapesti kommunikacios es uzleti f
Pro Karmine Kft.;pro karmine kft
Híd Építő Rt.;hid epito rt
Szent Adalbert Közép- és Kelet-Euró;szent adalbert kozep es keleteuro
KORTARSPROS KFT.;kortarspros kft
Piroska Gyula Tréning Kft.;piroska gyula trening kft
WALLENBERG EGYESÜLET;wallenberg egyesulet
Távlat kiadó;tavlat kiado
Hódoltság Kiadó;hodoltsag kiado
KNW Kiadó;knw kiado
SpringMed Kft.;springmed kft
Üveghegy - Dsida Jenő Baráti Kör;uveghegy  dsida jeno barati kor
Ratio et Revelatio;ratio et revelatio
Polirom;polirom
Tact;tact
Ideea Europeana;ideea europeana
Vlad si cartea cu Genius;vlad si cartea cu genius
Pro Universitaria;pro universitaria
Cartea Romaneasca Educational;cartea romaneasca educational
Didactica Publishing House;didactica publishing house
Herald;herald
Linghea;linghea
Epica;epica
Arthur;arthur
Curtea Veche Publishing;curtea veche publishing
Litera;litera
Cartex;cartex
Hoffman;hoffman
Adevar Divin;adevar divin
Letras;letras
Saeculum I.O.;saeculum io
ACT si Politon;act si politon
Grafic;grafic
Paideia;paideia
ALL;all
Siono;siono
Trei;trei
MNAC;mnac
Black Button Books;black button books
Paladin;paladin
RAO;rao
Paralela 45;paralela 45
Spandugino;spandugino
Prut;prut
Tracus Arte;tracus arte
Univers;univers
Humanitas Junior;humanitas junior
Vremea;vremea
Dexon;dexon
Humanitas;humanitas
Jucarii Vorbarete;jucarii vorbarete
Nemira;nemira
Humanitas Multimedia;humanitas multimedia
Corint;corint
Signatura;signatura
Mix;mix
Publica;publica
Booklet;booklet
Portocala Albastra;portocala albastra
Grafoart;grafoart
Europa Editions (UK) Ltd;europa editions uk ltd
Miracol;miracol
Rovimed;rovimed
Universul Juridic;universul juridic
Cartea Romaneasca;cartea romaneasca
Limes;limes
Economica;economica
Creator;creator
Trinitas;trinitas
Createrra;createrra
Joy;joy
Agora;agora
Europress Group;europress group
Eikon;eikon
Alice Books;alice books
Integral;integral
Crime Scene Press;crime scene press
Cristian PlusArt;cristian plusart
Frontiera;frontiera
Miidecarti;miidecarti
National;national
Evenimentul si Capital;evenimentul si capital
Institutul European;institutul european
Act si Politon;act si politon
Militara;militara
Casa;casa
Cartego;cartego
Bookzone;bookzone
Humanitas Fiction;humanitas fiction
Mega;mega
Lebada Neagra;lebada neagra
Castrum de Thymes;castrum de thymes
Niculescu;niculescu
Solisis;solisis
MM Learning Center;mm learning center
Pandora M;pandora m
Storia Books;storia books
M.A.S.T.;mast
Evrika Publishing;evrika publishing
Tritonic;tritonic
Hipocrate;hipocrate
Art;art
Univers Enciclopedic;univers enciclopedic
Vellant;vellant
Sigma Educational;sigma educational
Fundatia9;fundatia9
Galaxia Gutenberg;galaxia gutenberg
Qantum Publishers;qantum publishers
Mondoro;mondoro
Libris Editorial;libris editorial
Echinox;echinox
Tana;tana
Ars Longa;ars longa
Libelula;libelula
Prestige;prestige
Datagroup;datagroup
Scoala Ardeleana;scoala ardeleana
Akakia;akakia
Editura Fundatiei Ileana;editura fundatiei ileana
Stiinta;stiinta
For You;for you
Dorinta;dorinta
Fundatia Academia Civica;fundatia academia civica
Tipomoldova;tipomoldova
Corint Junior;corint junior
Casa Cartii de Stiinta;casa cartii de stiinta
Meridiane Publishing;meridiane publishing
Gramar;gramar
Dharana;dharana
Herg Benet;herg benet
Pentru arta si literatura;pentru arta si literatura
Arhiepiscopia Romano Catolica Bucuresti;arhiepiscopia romano catolica bucuresti
Didactica si Pedagogica;didactica si pedagogica
Baroque Books & Arts;baroque books  arts
Cartier;cartier
Rosetti;rosetti
Steaua Nordului;steaua nordului
Tractus Arte;tractus arte
Arc;arc
ARCB;arcb
Aramis;aramis
Business Tech;business tech
Gama;gama
Junimea;junimea
Brumar;brumar
Cetatea de Scaun;cetatea de scaun
Lifestyle Publishing;lifestyle publishing
Vivaldi;vivaldi
Proxima;proxima
Philobia;philobia
Galaxia Copiilor;galaxia copiilor
Monitorul Oficial;monitorul oficial
Roxel Cart;roxel cart
Aldopress;aldopress
Mediafax;mediafax
Bifrost;bifrost
Virgo;virgo
Bestseller;bestseller
Bookstory;bookstory
Pilot Books;pilot books
Sophia;sophia
Ari;ari
Uranus;uranus
Panfilius;panfilius
Total Publishing;total publishing
Martorul Clipei;martorul clipei
Andreas;andreas
Ars Libri Junior;ars libri junior
Eurostampa;eurostampa
Ars Libri;ars libri
Librex;librex
Roxalee Healing;roxalee healing
Cadmos;cadmos
Alcor;alcor
Harper Muse;harper muse
Leda;leda
The Borough Press;the borough press
Totul prin joc;totul prin joc
Institutul Prezentului;institutul prezentului
Idea;idea
Age-Art;ageart
Kreativ;kreativ
Girasol;girasol
Comunicare.ro;comunicarero
Casa de Pariuri Literare;casa de pariuri literare
Lumen;lumen
Institutul Cultural Roman;institutul cultural roman
Raspundel Istetel;raspundel istetel
Seneca Lucius Annaeus;seneca lucius annaeus
BMI Publishing;bmi publishing
Regis;regis
Globo;globo
Basilica;basilica
Soma Nova;soma nova
HarperCollins;harpercollins
Clopotiva;clopotiva
Ecou Transilvan;ecou transilvan
Katartis;katartis
Ram;ram
Revistei Timpul;revistei timpul
Lizuka Educativ;lizuka educativ
Aquila;aquila
Meteor Press;meteor press
Casa de Editura Dokia;casa de editura dokia
Joy Publishing House;joy publishing house
Young Art;young art
Astromix;astromix
Literagraf;literagraf
Ploiesti - Mileniul III;ploiesti  mileniul iii
Unicart;unicart
ACS;acs
Charmides;charmides
Casa de Editura Max Blecher;casa de editura max blecher
Result;result
Chelsea Green Publishing;chelsea green publishing
Cuantic;cuantic
Crux Publishing;crux publishing
Lumina Lumii;lumina lumii
Sper;sper
Amaltea;amaltea
Editura Universitara;editura universitara
Petale Scrise;petale scrise
Cismigiu Books;cismigiu books
Doxologia;doxologia
Libris;libris
VISIO;visio
ATU;atu
Neverland;neverland
Theosis;theosis
Agnos;agnos
Nomina;nomina
ULBS;ulbs
Creative Publishing;creative publishing
Rolcris;rolcris
Scriptum;scriptum
Emia;emia
Royal Ink Books;royal ink books
OMG Publishing House;omg publishing house
Epigraf;epigraf
Contemporanul;contemporanul
Rentrop & Straton;rentrop  straton
C.H. Beck;ch beck
Cununi de Stele;cununi de stele
Vlad si Cartea cu Genius;vlad si cartea cu genius
Alcor Edimpex;alcor edimpex
C.H.Beck;chbeck
Storycraft;storycraft
Agaton;agaton
Pavcon;pavcon
Fundatia Culturala Camil Petrescu;fundatia culturala camil petrescu
Liberalis;liberalis
Atman;atman
Fundatia Culturala Secolul 21;fundatia culturala secolul 21
Anteea;anteea
Minerva;minerva
AEDU - Asociatia pentru educatie si dezvoltare urbana;aedu  asociatia pentru educatie si dezvoltare urbana
P+4 Publications;p4 publications
Dacia XXI;dacia xxi
LiterPress Publishing;literpress publishing
Orion;orion
Livingstone;livingstone
Fundatiei Interart Triade;fundatiei interart triade
Intaglio;intaglio
Lumea Credintei;lumea credintei
Paul Editions;paul editions
Bonnier Books Ltd;bonnier books ltd
Amsta Publishing;amsta publishing
Presa Universitara Clujeana;presa universitara clujeana
Editura pentru Arta si Literatura;editura pentru arta si literatura
Yacht Club Roman;yacht club roman
Carte Romaneasca Educational;carte romaneasca educational
Eveniment si Capital;eveniment si capital
Pionier Press;pionier press
Cartea de dupa;cartea de dupa
Noua Acropola;noua acropola
Astro;astro
Cartea Inspirata;cartea inspirata
Penguin Books Ltd;penguin books ltd
Visio;visio
Predania;predania
ZYX Books;zyx books
Solness;solness
Univers Juridic;univers juridic
Rocart;rocart
Cartea Copiilor;cartea copiilor
Cartea Ta;cartea ta
Editura Alchimica;editura alchimica
Firul Ariadnei;firul ariadnei
Ad Libri;ad libri
Penguin Books;penguin books
Editura Fundatiei Arhitext design;editura fundatiei arhitext design
Flamingo GD;flamingo gd
Proema;proema
Mast;mast
Fundatia Generatia;fundatia generatia
Helen;helen
Violet;violet
Seneca;seneca
Bizantina;bizantina
Pescarus;pescarus
Egumenita;egumenita
Rao;rao
Lidana;lidana
Pagina de Psihologie;pagina de psihologie
Tehno-Art;tehnoart
All;all
Helen Exley;helen exley
Sfantul Nicolae;sfantul nicolae
Persona;persona
Cartemma;cartemma
Universitara;universitara
Vidia;vidia
Printpress;printpress
Scriitorilor;scriitorilor
Editura Scriitorilor;editura scriitorilor
Vicovia;vicovia
Taida;taida
A.T.U.;atu
Neuma;neuma
Quarto;quarto
Meridiane;meridiane
Institutul Biblic;institutul biblic
ASCR;ascr
Lambodar;lambodar
Carusel Books;carusel books
Sellification;sellification
Enciclopedica;enciclopedica
Aldo Press;aldo press
Asociatia Tita si Telu;asociatia tita si telu
Lumea apicola;lumea apicola
Babel;babel
Etnologica;etnologica
RisoPrint;risoprint
Reflex;reflex
Preda Publishing;preda publishing
Nominatrix;nominatrix
Dacica;dacica
Cartdidact;cartdidact
Omnium;omnium
Farmamedia;farmamedia
Vintage;vintage
Polisalm;polisalm
Sofiami;sofiami
Editura Fundatiei Culturale Memoria;editura fundatiei culturale memoria
Publisol;publisol
Lulu.com;lulucom
Ink Story;ink story
Arrow Books;arrow books
Tandem Media;tandem media
Centrul Cultural Lumina;centrul cultural lumina
Houghton Mifflin Harcourt Publishing Company;houghton mifflin harcourt publishing company
Sinapsis;sinapsis
Macmillan Education;macmillan education
Nepsis;nepsis
Universul Academic;universul academic
Caba;caba
Booket;booket
Deceneu;deceneu
frACTalia;fractalia
Muzeul Literaturii Romane;muzeul literaturii romane
Fast Editing;fast editing
Discobolul;discobolul
Universitatii Nationale de Muzica Bucuresti;universitatii nationale de muzica bucuresti
Carte Diem;carte diem
Marist;marist
Fundatia Pictor George Stefanescu;fundatia pictor george stefanescu
Primus;primus
Bybliotek;bybliotek
Berg;berg
Hyperliteratura;hyperliteratura
MMS;mms
Fundatia Ileana;fundatia ileana
Miron;miron
Act;act
De suflet;de suflet
Casa Radio;casa radio
vlad;vlad
ETNOLOGICA;etnologica
Casa Cartilor;casa cartilor
Migdal;migdal
Noi Media Print;noi media print
Tesu;tesu
Vasiliana 98;vasiliana 98
CLC PUBLICATIONS;clc publications
Dezarticulat;dezarticulat
Asociatia de Stiinte Cognitive din Romania;asociatia de stiinte cognitive din romania
Lumea crestina;lumea crestina
Ingenium;ingenium
Tezaur;tezaur
Bucuresti 2000;bucuresti 2000
Remind;remind
Povestela Ofir;povestela ofir
Ideea;ideea
Pim;pim
Ganesha;ganesha
Adenium;adenium
Digital Data;digital data
Muzeul National Cotroceni;muzeul national cotroceni
Editura Universitaria Craiova;editura universitaria craiova
ICR;icr
Aranca;aranca
Multi Media Est Publishing;multi media est publishing
Asociatia Arta in dialog;asociatia arta in dialog
Gunivas;gunivas
Renasterea;renasterea
Editura Asociatiei pentru dezvoltarea inteligentei emotionale;editura asociatiei pentru dezvoltarea inteligentei emotionale
Aha Books;aha books
Businesstech;businesstech
Napoca Star;napoca star
Heyday Books;heyday books
Economie;economie
Universul juridic;universul juridic
Roxel;roxel
Anastasia;anastasia
Galaxia Gutemberg;galaxia gutemberg
CD Press;cd press
Muzeul National de Arta;muzeul national de arta
Pro Cultura;pro cultura
Sigma;sigma
Lex Comics;lex comics
iBlock;iblock
Gramma;gramma
Magga Books;magga books
Neo Drom;neo drom
Meronia;meronia
Detectiv literar;detectiv literar
Meditative Arts;meditative arts
Editura Medicala;editura medicala
Galeria de Arta Senso;galeria de arta senso
Technopress;technopress
Arania;arania
Maestro Tip;maestro tip
Contrasens;contrasens
Viga;viga
Islamul Azi;islamul azi
Diacritic;diacritic
Izvorul Cuvantului;izvorul cuvantului
Carte Inspirata;carte inspirata
Editura Universitara Craiova;editura universitara craiova
Fundatia Culturala Memoria;fundatia culturala memoria
Smart Publishing;smart publishing
Ploiesti- Mileniul III;ploiesti mileniul iii
Prut international;prut international
K-West Verlag;kwest verlag
Coreus Publishing;coreus publishing
Areopag;areopag
Allfa;allfa
ROSETTI INTERNATIONAL;rosetti international
Transworld;transworld
Carminis;carminis
Biblion;biblion
EuroPress Group;europress group
Cathisma;cathisma
Ascendent;ascendent
Proiect sprijinit de AdSymphony;proiect sprijinit de adsymphony
Casa Paleologu;casa paleologu
Pan Macmillan;pan macmillan
Romania Press;romania press
Doua inimi mici;doua inimi mici
Tetrahedron;tetrahedron
Editura Juridica;editura juridica
Literatura;literatura
Revista Golan;revista golan
Psihobooks;psihobooks
Mihail Sadoveanu;mihail sadoveanu
Alicat;alicat
Agol;agol
Manastirea Stavropighie Sfantul Ioan Botezatorul;manastirea stavropighie sfantul ioan botezatorul
Aska;aska
Alchimica Ezoterica Fundamentala;alchimica ezoterica fundamentala
ISPMN Publishing;ispmn publishing
Publisher Cato & The Pomelo Books;publisher cato  the pomelo books
Meteor Publishing;meteor publishing
Whitechapel Gallery;whitechapel gallery
BusinessTech;businesstech
InStudent Education UK Ltd;instudent education uk ltd
Mirton;mirton
Yume;yume
Tehnopress;tehnopress
Asociatia Bucurestiul meu drag;asociatia bucurestiul meu drag
Shah Publishing;shah publishing
Step by Step;step by step
Ararat;ararat
Universitsria Craiova;universitsria craiova
Artprint;artprint
Sens;sens
lumen;lumen
Christiana;christiana
Orizonturi Universitare;orizonturi universitare
In Extenso;in extenso
Ecou;ecou
Pocket;pocket
Bucuresti;bucuresti
Stefadina;stefadina
Wordsworth Editions Ltd;wordsworth editions ltd
Reea;reea
Kulcslyuk Kiado;kulcslyuk kiado
Sigantura;sigantura
Impedimenta;impedimenta
Arcana;arcana
Diverta;diverta
