Author;Author_Std
Frederic Beigbeder;frederic beigbeder
Ana-Maria Andreea Szilagyi;anamaria andreea szilagyi
Story Waters;story waters
Lesley Sims;lesley sims
Joyce Tyldesley;joyce tyldesley
Beverly Mcmillan, John A. Musick;beverly mcmillan john a musick
Peter Pantzer;peter pantzer
Noel Tait;noel tait
Richard C. Vogt;richard c vogt
Petre Gastescu;petre gastescu
Lica Pavel;lica pavel
Cristina David, Sanda Dan, Elena Ilie, Mariana Balteanu;cristina david sanda dan elena ilie mariana balteanu
Laurentiu Hanganu;laurentiu hanganu
Valeriu Cimpeanu;valeriu cimpeanu
Florica Bercea, Maria Gramescu;florica bercea maria gramescu
Olivia Campean, Iustina Mirescu;olivia campean iustina mirescu
Elaine Walker, Debra Powell, Steve Elsworth;elaine walker debra powell steve elsworth
Anna Rita Lonardoni, Ennio Lazzarini;anna rita lonardoni ennio lazzarini
Gheorghe Aradavoaice;gheorghe aradavoaice
Paul Sedir;paul sedir
Abatele De Broglie;abatele de broglie
Cassandra Eason;cassandra eason
Roxana Sandu, Mihai Sandu;roxana sandu mihai sandu
Patrick McGrath;patrick mcgrath
Enis Batur;enis batur
G. K. Chesterton;g k chesterton
Almeida Faria;almeida faria
Mia Couto;mia couto
Petre Solomon;petre solomon
Pierre Bourdieu;pierre bourdieu
Dumitru Tepeneag;dumitru tepeneag
Oksana Zabusko;oksana zabusko
Mateiu I. Caragiale;mateiu i caragiale
Edouard Launet;edouard launet
Doina Hasnes-Ciurdariu;doina hasnesciurdariu
Thomas T. Nagle, John E. Hogan;thomas t nagle john e hogan
Leonard Saffir;leonard saffir
Niculina Ilarion, Constanta Balan;niculina ilarion constanta balan
Alexandru Marinescu;alexandru marinescu
Marina Tvetaieva;marina tvetaieva
Alice Nastase Buciuta;alice nastase buciuta
Mihaela Leventer;mihaela leventer
Pantelimon Golu, Florinda Golu;pantelimon golu florinda golu
Gabriela Cristea;gabriela cristea
Loredana Drobot;loredana drobot
Pandit S. Subrahmanya Sastri;pandit s subrahmanya sastri
Sid Jacobson;sid jacobson
Don Piper, Cecil Murphey;don piper cecil murphey
Mircea Brenciu;mircea brenciu
Geoff Nicholson;geoff nicholson
Ovidiu Pecican;ovidiu pecican
Rusu Nicolae;rusu nicolae
M.K. Gupta;mk gupta
Cristina Gavriluta;cristina gavriluta
Nicolae Iuga;nicolae iuga
San Way, Am Tal;san way am tal
Maia Dushkina;maia dushkina
Pierre-Henry Castel;pierrehenry castel
Cristinel Munteanu;cristinel munteanu
Carmen Sarbu;carmen sarbu
Dosa Daniela;dosa daniela
Bebe Ciausu;bebe ciausu
Tim Flannery;tim flannery
L. Trasa, N. Cimpoca, E.M. Dobrescu, V. A. Chira;l trasa n cimpoca em dobrescu v a chira
V. A. Richardson;v a richardson
Sfantul Tihon Din Zadonsk;sfantul tihon din zadonsk
Maria Chirtoaca;maria chirtoaca
Mirela Abrudan, Delia Balaban;mirela abrudan delia balaban
Stefan Ihrig, Vasile Dumbrava;stefan ihrig vasile dumbrava
Clive Cussler;clive cussler
Petre Buneci;petre buneci
Aleksandr Masalov;aleksandr masalov
Mihai Papuc;mihai papuc
Maria Tataru;maria tataru
Andrei Esanu;andrei esanu
George Zarafu, Mariana Cristea;george zarafu mariana cristea
Dan Siluan;dan siluan
Henri Blaze;henri blaze
Florica Bodistean;florica bodistean
Nikolai Atanasiev;nikolai atanasiev
Liviu Antonesei, Dorin Popa;liviu antonesei dorin popa
Romani Battaglia;romani battaglia
Teodor Negru;teodor negru
Alexandru Argatu;alexandru argatu
Horatiu Rusu;horatiu rusu
Roxana Ghita, Catalin Ghita;roxana ghita catalin ghita
Grigore Olimp Ioan;grigore olimp ioan
Traian Tandin;traian tandin
Bora Cosic;bora cosic
Radu Gabriel Parvu;radu gabriel parvu
Carmen Andras;carmen andras
Ioan Maxim;ioan maxim
Heather Grabbe;heather grabbe
Rodica Dimitriu;rodica dimitriu
Eluned Summers-Bremner;eluned summersbremner
Francesca Tacchi;francesca tacchi
Gerhard Meier;gerhard meier
Efrem Sirul;efrem sirul
Updike John;updike john
Norman Manea;norman manea
Angelica Bacescu-Carbunaru;angelica bacescucarbunaru
Karen Leffler, Heather Cumming;karen leffler heather cumming
Teresa Fischer;teresa fischer
Rodica Silvia Stanea;rodica silvia stanea
W. Collins;w collins
Brown Pam, Clarke Juliette;brown pam clarke juliette
Michael Neil;michael neil
Mark Stevens;mark stevens
John Liptak;john liptak
Tracy Hickman;tracy hickman
Pat Hutchinson, David Molden;pat hutchinson david molden
Chris Crouch;chris crouch
Daniela Lobaza;daniela lobaza
Charles M. Furtrell;charles m furtrell
Aurelia Colombi Ciacchi;aurelia colombi ciacchi
Margareta Amza;margareta amza
Philippe Lechermeier, Eric Puybaret;philippe lechermeier eric puybaret
Laura Kasischke;laura kasischke
Jeff Grubb;jeff grubb
Gabriel Mesta;gabriel mesta
Richard Wagner;richard wagner
Pierre Bayard;pierre bayard
Mary Lamb, Charles Lamb;mary lamb charles lamb
Traian Anghel;traian anghel
Daniel Appriou;daniel appriou
Eleonora Negru, Daniela Muntean;eleonora negru daniela muntean
Gheorghe Gheorghiu, Nina Musat, Teodor Vasile, Roxana Vasile, Gheorghe Mohanu;gheorghe gheorghiu nina musat teodor vasile roxana vasile gheorghe mohanu
Aurelia Arghirescu;aurelia arghirescu
Traian Dorz;traian dorz
Aura Giga;aura giga
Anca Vodita, Irina Vodita;anca vodita irina vodita
Aurelia Ana;aurelia ana
George Popovici;george popovici
Mariana Cristea;mariana cristea
George Ganescu;george ganescu
Alex Valcu;alex valcu
Mircea Pora;mircea pora
Christie Hartman;christie hartman
Ana Maria Marhan;ana maria marhan
H. M. Van Den Brink;h m van den brink
Sid Jacobson, Dixie Elise Hickman;sid jacobson dixie elise hickman
Andrea M. Hutchinson;andrea m hutchinson
Jane Elizabeth Cammack;jane elizabeth cammack
Charles Dickens, Clarence Rook, Gilbert Keith Chesterton, Arthur Conan Doyle;charles dickens clarence rook gilbert keith chesterton arthur conan doyle
Dorothea Herrmann;dorothea herrmann
Pascal Payen-Appenzeller;pascal payenappenzeller
Mircea Petean;mircea petean
Mircea Gheorghe;mircea gheorghe
Andrew Kohut, Bruce Stokes;andrew kohut bruce stokes
Debbie Clark;debbie clark
Ion Lupu;ion lupu
Marius Petrascu;marius petrascu
Constantin Gkeli;constantin gkeli
Paisie Aghioritul;paisie aghioritul
Lucica Buzenchi;lucica buzenchi
Alexei Tolstoi;alexei tolstoi
Eugen Mihaescu;eugen mihaescu
George Calinescu;george calinescu
Lynne Mctaggart;lynne mctaggart
Dimitrie Bolintineanu;dimitrie bolintineanu
George Toparceanu;george toparceanu
Franz S. Wagner;franz s wagner
Adriana Baban;adriana baban
Nina Cassian;nina cassian
Charles F. Haanel;charles f haanel
Alain Gheerbrant, Jean Chevalier;alain gheerbrant jean chevalier
Carlo Collodi;carlo collodi
Charles Dickens;charles dickens
Irvin D. Yalom, Ginny Elkin;irvin d yalom ginny elkin
Napoleon Hill;napoleon hill
Eckhart Tolle, Robert S. Friedman;eckhart tolle robert s friedman
Ramtha;ramtha
Jules Renard;jules renard
Richard Nelson-Jones;richard nelsonjones
Panait Istrati;panait istrati
George Bacovia;george bacovia
Vladimir Colin;vladimir colin
Contele De Saint-Germain;contele de saintgermain
Malcolm Gladwell;malcolm gladwell
Contesa de Segur;contesa de segur
Jan Van Helsing, Stefan Erdmann;jan van helsing stefan erdmann
Josef Pischl;josef pischl
Constantin Virgil Gheorghiu;constantin virgil gheorghiu
Ioan Zagrean, Isidor Todoran;ioan zagrean isidor todoran
Will Pryce;will pryce
Corneliu Borundel;corneliu borundel
Cristina-Valentina Dafinoiu;cristinavalentina dafinoiu
Fl.M. Valceanu;flm valceanu
Elena Nita Ibrian;elena nita ibrian
Alphonse Daudet;alphonse daudet
Nicolae Labis;nicolae labis
Patrick Drouot;patrick drouot
Mircea Vulcanescu;mircea vulcanescu
Nicolae Filimon;nicolae filimon
Iuliana Simulescu, Daniel Dosa;iuliana simulescu daniel dosa
David Warnes;david warnes
Didona Niculescu;didona niculescu
Nestor Urechia;nestor urechia
Daniel Dosa;daniel dosa
Grigore Vieru;grigore vieru
Viorel Lupu;viorel lupu
Mihaita Popa;mihaita popa
Nicky Cruz, Jamie Buckingham;nicky cruz jamie buckingham
George Genes;george genes
Allan Kardec;allan kardec
Ion Minulescu;ion minulescu
Beecher-Stowe, Harriet;beecherstowe harriet
Filotei Sinaitul;filotei sinaitul
Robert Jordan;robert jordan
Gheorghe Calciu;gheorghe calciu
Eugen Avram;eugen avram
Suzanne Skiffington, Perry Zeus;suzanne skiffington perry zeus
Irenee Hausherr;irenee hausherr
Serafim Rose;serafim rose
Mircea Santimbreanu;mircea santimbreanu
Emilianos Simonopetritul;emilianos simonopetritul
Miguel de Cervantes;miguel de cervantes
Ieromonah Tihon;ieromonah tihon
Dan Stanciu, Sebastian Reichmann;dan stanciu sebastian reichmann
C.L. Hanon;cl hanon
Robert Radu Mateescu;robert radu mateescu
Bertil Vagner;bertil vagner
Doris Vanstone, Erwin W. Lutzer;doris vanstone erwin w lutzer
Steve Pavlina;steve pavlina
Marin Buca;marin buca
Dashiell Hammett;dashiell hammett
St. O. Iosif;st o iosif
Giorgio Faletti;giorgio faletti
Gustav Meyrink;gustav meyrink
Henry Strutz;henry strutz
Valentina Marinescu;valentina marinescu
Corina Bernic;corina bernic
Daniela Crasnaru;daniela crasnaru
Alexandru Bucur, Ion Canavea;alexandru bucur ion canavea
Smaranda Cosmin;smaranda cosmin
Le Couteulx De Canteleu;le couteulx de canteleu
Pavel Chirila;pavel chirila
Deepa Chegu, D. Karthikeyan;deepa chegu d karthikeyan
Mihnea Columbeanu;mihnea columbeanu
Alain Heril;alain heril
Giovanni Reale;giovanni reale
Stefania Udrea, Daniela Dosa;stefania udrea daniela dosa
Passionaria Stoicescu;passionaria stoicescu
Emilian M. Dobrescu;emilian m dobrescu
Adina Baya;adina baya
Cristian Opariuc-Dan;cristian opariucdan
Emilie Beaumont;emilie beaumont
Avva Eustratie Golovanski;avva eustratie golovanski
Gabriel Petric;gabriel petric
Dan Puric;dan puric
Simona Stefanescu;simona stefanescu
Ioan Santea;ioan santea
Frabces Hodgson Burnett;frabces hodgson burnett
Viorica Tuduce, Elena Vinulescu, Gheorghina Micula;viorica tuduce elena vinulescu gheorghina micula
Iris Johansen;iris johansen
Loretta Laroche;loretta laroche
Dennis L. Wilcox, Glen T. Cameron, Phillip H. Ault, Warren K. Agee;dennis l wilcox glen t cameron phillip h ault warren k agee
Greg Simmons;greg simmons
Andre Liebich;andre liebich
Atul Luthra;atul luthra
Mike Robbins;mike robbins
Amanda Quick;amanda quick
Romuald Leterrier;romuald leterrier
Josette M. Abel;josette m abel
Dane Rudhyar;dane rudhyar
Roger Le Lann;roger le lann
Ioanichie Balan;ioanichie balan
Virginia Greceanu-Cocos;virginia greceanucocos
Jaroslav Hasek;jaroslav hasek
Alexandru Odobescu;alexandru odobescu
Michel Eltchaninoff, Sven Ortoli;michel eltchaninoff sven ortoli
J.M.G. Le Clezio;jmg le clezio
Mihai Zirra;mihai zirra
Evsevios Vitti;evsevios vitti
Gabriela Cretu;gabriela cretu
Clementine Autain;clementine autain
Giuseppe Argenziano, Robert Johr, H. Peter Soyer, Rainer Hofmann-Wellenholf, Massimiliano Scalvenzi;giuseppe argenziano robert johr h peter soyer rainer hofmannwellenholf massimiliano scalvenzi
Diane Solomon, Rita Nayar;diane solomon rita nayar
Augustin Buzura;augustin buzura
Constantin Abaluta;constantin abaluta
Ioan Alexandru Bratescu-Voinesti;ioan alexandru bratescuvoinesti
Petre Prisecaru;petre prisecaru
Smaranda Jelescu;smaranda jelescu
Fratii Presniakov;fratii presniakov
Loredana Groza;loredana groza
Eric Laurent;eric laurent
Denise Stagnara;denise stagnara
Jim Algie;jim algie
Brigitte Saussard;brigitte saussard
Silvia Colfescu;silvia colfescu
Claudia Grob;claudia grob
Marius Serra;marius serra
Sabina Colloredo;sabina colloredo
James Patterson Si Maxine Paetro;james patterson si maxine paetro
Belinda Cannone;belinda cannone
Luule Viilma;luule viilma
Roxana Enache;roxana enache
Friedrich Seitz;friedrich seitz
Cristina Stamate;cristina stamate
Jean Laporte;jean laporte
Antonie Plamadeala;antonie plamadeala
Pavel Chirila, Mihai Valica;pavel chirila mihai valica
Iosif Vatopedinul;iosif vatopedinul
Lynn Austin;lynn austin
Livia Durac;livia durac
Dan Stefanov;dan stefanov
Helene Carrere D Encausse;helene carrere d encausse
Valentin Rosca;valentin rosca
Eugenia Vacarescu Necula;eugenia vacarescu necula
Pauline Fisk;pauline fisk
Nicolae Rusu;nicolae rusu
Alexandru Stanimir, Cristina Ileana Pascu;alexandru stanimir cristina ileana pascu
Elena Joita;elena joita
Ioan Marius Grec;ioan marius grec
Razvan Enache;razvan enache
J.W. Goethe;jw goethe
Tessa Livingstone;tessa livingstone
Vasile Ursache;vasile ursache
Pavel Parasca;pavel parasca
Trandafir G. Djuvara;trandafir g djuvara
Corneliu-Marius Cioara;corneliumarius cioara
Suzen Millodot;suzen millodot
Amanda Platell;amanda platell
Kolumban-Kantor Zita;kolumbankantor zita
Anthony Julius;anthony julius
Denis Richard, Jean-Louis Senon;denis richard jeanlouis senon
Sonia Cristina Stan;sonia cristina stan
Marius Nica;marius nica
Corina Dimitriu-Panaitescu;corina dimitriupanaitescu
Corina Ilin;corina ilin
Manuel Vazquez Montalban;manuel vazquez montalban
Anita Desai;anita desai
Prof. Dr. Al Siebert;prof dr al siebert
Mihai Grigore;mihai grigore
Kathy Arnold, Paul Wade;kathy arnold paul wade
Cristian Negrea;cristian negrea
Ion Parhon;ion parhon
Florin Radu;florin radu
Bimba Landmann;bimba landmann
Nicholas Mosley;nicholas mosley
Vladimir Znosko;vladimir znosko
Nathaniel Hawthorne;nathaniel hawthorne
Cezar Petrescu;cezar petrescu
David L. Rice, Trudy Calvert;david l rice trudy calvert
Charlotte Grieg;charlotte grieg
Linda Gorchels;linda gorchels
Ovidiu Ciobanu, Corneliu Sabetay;ovidiu ciobanu corneliu sabetay
Delia Cristina Balaba, Ioan Hosu;delia cristina balaba ioan hosu
Pierre Verluise;pierre verluise
Leon Berger;leon berger
Nicolae Dragos;nicolae dragos
Doina Lacrimioara Gavrila, Smaranda-Maria Cioflica;doina lacrimioara gavrila smarandamaria cioflica
Arturo Barea;arturo barea
Ambrozie Iurasov;ambrozie iurasov
Ion Turcu;ion turcu
Max Blecher;max blecher
Nicolae Calomfirescu;nicolae calomfirescu
Petru A. Mircea, Radu I. Badea;petru a mircea radu i badea
Joseph Si Augustin Lemann;joseph si augustin lemann
Albert De Rochas;albert de rochas
Spencer Wells;spencer wells
Adrian Melicovici;adrian melicovici
Dumitru Buiuc, Marian Negut;dumitru buiuc marian negut
Sofia Guriotis;sofia guriotis
Nicoleta-Rodica Dominte;nicoletarodica dominte
Jean-Luc Hennig;jeanluc hennig
Bob Seelert;bob seelert
Susanne Hoffmann;susanne hoffmann
Kathrin Lange;kathrin lange
Daniel Vighi;daniel vighi
Codrin Liviu Cutitaru;codrin liviu cutitaru
Doina Jela;doina jela
Marius Dumitru Paraschivescu, Lucian Patrascu;marius dumitru paraschivescu lucian patrascu
Otilia Cazimir;otilia cazimir
Elena Farago;elena farago
J. Swift;j swift
Joseph Jacobs;joseph jacobs
Hans Christian Andersen;hans christian andersen
Jean De La Fontaine;jean de la fontaine
Frances H. Burnett;frances h burnett
Viorica Preda, Daniela Dosa;viorica preda daniela dosa
Daniela Dosa, Adrian Cerchez;daniela dosa adrian cerchez
Radu Cosasu;radu cosasu
Gottfried August Burger;gottfried august burger
Florica Dobre;florica dobre
Roka Sandor;roka sandor
Radu Neleeanu;radu neleeanu
Alastair Fuad Luke;alastair fuad luke
Catherine E. White, Mareva Escoussans;catherine e white mareva escoussans
Odon Von Horvath;odon von horvath
Marilena Tutila;marilena tutila
Gabriela Stanciulescu, Cristina Micu;gabriela stanciulescu cristina micu
Daniel Brasoveanu;daniel brasoveanu
Anne Vaisman;anne vaisman
Stefan Doru Dancus;stefan doru dancus
Ady Ross;ady ross
Ilinca Zarifopol-Johnston;ilinca zarifopoljohnston
Nicolae C. Paulescu;nicolae c paulescu
Louise L. Hay;louise l hay
Platon;platon
Alex Frith;alex frith
Dan Ariely;dan ariely
Xenofon;xenofon
Lloyd C. Douglas;lloyd c douglas
A.A. Vasiliev;aa vasiliev
Mircea Miclea, Gabriela Lemeni;mircea miclea gabriela lemeni
C. Roy Hunter;c roy hunter
Daniel Sevigny;daniel sevigny
Josef Kunc;josef kunc
Vlad Violeta;vlad violeta
Laura-Veronica Cotoaga;lauraveronica cotoaga
Grigore Ciobotaru;grigore ciobotaru
Gabriela Lemeni, Loredana Mihalca, Codruta;gabriela lemeni loredana mihalca codruta
Lewis Wallace;lewis wallace
Ionel Teodoreanu;ionel teodoreanu
Viorel Mih;viorel mih
Robert Hasinger;robert hasinger
Sonja Lyubomirsky;sonja lyubomirsky
Harriet Beecher Stowe;harriet beecher stowe
Constantin Coman;constantin coman
James Matthew Barrie;james matthew barrie
Swami Vishnu Devanda;swami vishnu devanda
Mihai Puscasu;mihai puscasu
Ioan V. Argatu;ioan v argatu
Marcela Penes;marcela penes
Lev Nikolaevici Tolstoi;lev nikolaevici tolstoi
Sigmund Freud;sigmund freud
Martin Mueller;martin mueller
Stephane Rusinek;stephane rusinek
Ion Gherman;ion gherman
Jim Barrett;jim barrett
Willi Pavaloaia, Marius Dumitru Paraschive;willi pavaloaia marius dumitru paraschive
Mauri Kunnas;mauri kunnas
Stefania Antonovici;stefania antonovici
Anastasia Popa;anastasia popa
Carmen Buzea;carmen buzea
Tamora Pierce;tamora pierce
Crin Marcean;crin marcean
Diane E. Papalia, Sally Wendkos Olds, Ruth Duskin Feldman;diane e papalia sally wendkos olds ruth duskin feldman
Nick Engler;nick engler
Guy De Maupassant;guy de maupassant
Liviu Negrescu, Lavinia Negrescu;liviu negrescu lavinia negrescu
Gh. Ghitescu;gh ghitescu
Victor Suvorov;victor suvorov
Philip Le Roy;philip le roy
Tom Smith;tom smith
Octavian Florescu;octavian florescu
Karol K. Truman;karol k truman
Mattei Dogan;mattei dogan
Ecaterina Stratan, Ala Leca;ecaterina stratan ala leca
Anton Vlad;anton vlad
Richard Branson;richard branson
Daniel Ciupitu, Ionut Popa, Danut Calin;daniel ciupitu ionut popa danut calin
Valentin Constantin;valentin constantin
Christoph Kistner;christoph kistner
Jack Ross;jack ross
John Connolly;john connolly
Wolfram Zu Mondfeld, Barbara Zu Wertheim;wolfram zu mondfeld barbara zu wertheim
William Faulkner;william faulkner
Patrick Banon;patrick banon
Efrem Filotheitul;efrem filotheitul
Razvan Mazilu;razvan mazilu
Florin Zamfir, Veronica Gafton;florin zamfir veronica gafton
Fred Alan Wolf;fred alan wolf
Diana Danisor;diana danisor
Mihai Anitei, Simona Trifu, Mihaela Chraif;mihai anitei simona trifu mihaela chraif
Tara Meyer-Robson;tara meyerrobson
Peter Atkinson;peter atkinson
Richard C. Robertiello, Gerald Schoenewolf;richard c robertiello gerald schoenewolf
Dumitru Chican;dumitru chican
Serenela Ghiteanu;serenela ghiteanu
Desmond Dinan;desmond dinan
Maria Cosniceanu;maria cosniceanu
Constantin Gh. Ciobanu, Maria Godorozea;constantin gh ciobanu maria godorozea
Luminita Mihoc;luminita mihoc
Pavel Corut;pavel corut
Genoveva Vrabie;genoveva vrabie
Sabina-Adina Luca;sabinaadina luca
Markus C. Schulte Von Drach;markus c schulte von drach
Birsan Corneliu;birsan corneliu
Andrei Calaras;andrei calaras
Henning Mankell;henning mankell
Anthony Capella;anthony capella
Sebastian Faulks;sebastian faulks
Salamanda Drake;salamanda drake
Alexandru Balasescu;alexandru balasescu
Zoe Ferraris;zoe ferraris
Vasile Andru;vasile andru
Mike Dooley;mike dooley
Efrem Sirianul;efrem sirianul
Daniel Boswirth-Alice Thinschmidt;daniel boswirthalice thinschmidt
Gonsar Rinpoche;gonsar rinpoche
Adriana Caranfil;adriana caranfil
Staretul Dionisie;staretul dionisie
Aleksandr S. Puskin;aleksandr s puskin
Ala Bujor, Estela Raileanu;ala bujor estela raileanu
Eric Debarbieux;eric debarbieux
Scott Hahn, Kimberly Hahn;scott hahn kimberly hahn
Nutu Rosca;nutu rosca
Nina Volontir, Ilien Boian, Valeriu Cazac;nina volontir ilien boian valeriu cazac
Eugenia Bulat;eugenia bulat
Irina Holdevici;irina holdevici
Cristina Balan;cristina balan
Ion Brad;ion brad
Nicolae Tanase;nicolae tanase
I. M. Marinescu;i m marinescu
Mihai Giugariu;mihai giugariu
Vasile Radu;vasile radu
George C. Dumitru;george c dumitru
Fabiola Stoi;fabiola stoi
Luca Dumitrescu;luca dumitrescu
Frank Wilde;frank wilde
Sorin Curt;sorin curt
Helga Voit;helga voit
Dan Miller;dan miller
Joseph O'Neill;joseph oneill
O.G. Popa;og popa
Gheorghe Popa, Lucia Popa;gheorghe popa lucia popa
Mihai Vinereanu;mihai vinereanu
Catalin Gheorghe;catalin gheorghe
Daniel Sandru;daniel sandru
Ion I. Dediu;ion i dediu
Gheorghe Adalbert Schneider;gheorghe adalbert schneider
Olga Greceanu;olga greceanu
Ioachim Spetsieris;ioachim spetsieris
Ana Vulpe, Ion Zaporojan;ana vulpe ion zaporojan
Gordon D. Fee;gordon d fee
Constantin Iordache;constantin iordache
Gheorghe Bichicean;gheorghe bichicean
Calin Ciobotari;calin ciobotari
Ioan Chereches;ioan chereches
